Method,Name,Error,Occurrences
POST,POST /users,"RetriesExceeded('http://api.homelab//users', 0, original=[Errno 10060] [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond.)",2
